Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas68            Pavarde68           8     1     7     7     1     7     1     7     9     7     8     6     7     1     3     2     
Vardas69            Pavarde69           7     9     5     8     2     1     2     6     5     2     10    9     3     1     6     1     
Vardas70            Pavarde70           1     9     4     4     5     5     1     9     9     6     5     2     2     9     10    8     
Vardas71            Pavarde71           1     2     10    3     5     9     9     10    6     4     5     7     7     10    8     10    
Vardas72            Pavarde72           2     9     3     9     9     1     8     4     10    9     1     7     8     8     10    8     
Vardas73            Pavarde73           3     1     8     7     5     1     6     7     2     1     6     4     5     4     1     2     
Vardas74            Pavarde74           3     3     5     2     6     2     3     4     1     9     3     3     10    2     5     5     
Vardas75            Pavarde75           9     2     6     10    8     9     1     8     8     6     7     2     4     6     3     1     
Vardas76            Pavarde76           3     3     7     3     4     8     2     9     2     8     4     2     8     6     10    3     
Vardas77            Pavarde77           5     1     4     9     6     4     3     6     3     9     9     1     9     2     10    6     
Vardas78            Pavarde78           8     5     9     2     7     2     4     8     7     5     9     5     5     6     6     9     
Vardas79            Pavarde79           8     5     4     4     3     6     1     3     9     10    2     3     4     9     8     3     
Vardas80            Pavarde80           8     5     1     1     5     9     9     2     1     6     2     4     5     5     6     10    
Vardas81            Pavarde81           4     4     6     10    2     6     7     6     1     8     3     1     4     8     9     10    
Vardas82            Pavarde82           6     5     8     5     9     10    8     3     7     7     5     1     9     6     9     6     
Vardas83            Pavarde83           6     2     7     8     9     1     8     2     5     9     6     6     9     3     8     1     
Vardas84            Pavarde84           5     8     4     9     9     1     8     7     7     4     4     3     8     6     5     7     
Vardas85            Pavarde85           8     9     5     7     7     10    5     8     5     5     10    10    3     6     4     3     
Vardas86            Pavarde86           6     6     4     7     9     3     9     2     9     6     10    4     6     1     1     5     
Vardas87            Pavarde87           4     7     6     10    4     5     7     9     5     8     2     3     7     2     7     10    
Vardas88            Pavarde88           5     8     3     9     10    10    6     5     2     3     10    9     4     3     2     1     
Vardas89            Pavarde89           1     4     8     9     6     7     4     6     6     3     3     7     1     2     9     1     
Vardas90            Pavarde90           5     1     2     5     10    6     7     6     9     2     1     8     8     7     4     10    
Vardas91            Pavarde91           6     9     4     10    6     10    6     10    10    8     10    3     5     1     9     3     
Vardas92            Pavarde92           4     4     9     5     9     3     2     10    10    4     5     2     1     1     10    6     
Vardas93            Pavarde93           3     3     3     6     1     6     2     2     2     7     5     9     8     9     10    1     
Vardas94            Pavarde94           4     10    4     7     3     10    10    1     1     2     10    4     4     10    5     9     
Vardas95            Pavarde95           9     4     1     10    7     3     2     5     4     7     4     7     8     5     10    1     
Vardas96            Pavarde96           9     9     9     4     6     3     7     7     1     6     7     9     6     10    6     7     
Vardas97            Pavarde97           9     9     1     2     5     6     7     4     2     8     5     6     10    8     4     5     
Vardas98            Pavarde98           10    5     6     1     8     3     6     7     6     2     8     2     8     1     2     4     
Vardas99            Pavarde99           4     7     10    5     9     8     10    10    7     3     10    9     3     5     5     7     
Vardas100           Pavarde100          10    5     8     3     1     1     7     2     8     7     8     4     7     7     4     6     
Vardas101           Pavarde101          1     2     4     2     3     1     5     10    7     6     7     1     5     6     1     4     
Vardas102           Pavarde102          4     3     3     6     4     1     10    10    3     3     3     3     5     10    6     8     
Vardas103           Pavarde103          3     7     5     9     1     9     2     10    2     5     1     2     6     5     5     5     
Vardas104           Pavarde104          5     9     5     6     10    5     3     1     10    5     5     9     3     6     2     6     
Vardas105           Pavarde105          1     7     6     4     7     8     6     10    10    6     9     7     5     2     3     6     
Vardas106           Pavarde106          3     8     5     4     6     3     9     5     6     4     10    9     5     3     2     3     
Vardas107           Pavarde107          1     9     10    7     5     8     3     5     8     3     6     6     9     5     1     2     
Vardas108           Pavarde108          8     1     3     5     3     10    1     6     5     1     2     2     4     3     1     7     
Vardas109           Pavarde109          3     8     8     7     3     10    10    2     3     3     5     5     8     7     2     3     
Vardas110           Pavarde110          10    9     4     9     9     5     10    1     2     5     7     6     8     8     4     4     
Vardas111           Pavarde111          9     5     1     2     7     8     6     6     8     4     4     4     7     1     7     1     
Vardas112           Pavarde112          5     6     10    8     8     2     8     1     7     4     1     2     9     2     2     2     
Vardas113           Pavarde113          8     2     8     7     10    4     5     7     7     7     6     7     7     2     2     9     
Vardas114           Pavarde114          1     4     6     10    6     7     8     9     8     9     1     8     4     8     4     9     
Vardas115           Pavarde115          1     6     2     2     3     10    6     6     1     7     6     7     3     7     3     9     
Vardas116           Pavarde116          2     10    4     9     3     7     5     3     3     5     2     8     9     8     1     2     
Vardas117           Pavarde117          3     4     10    7     2     2     10    9     1     1     1     9     3     2     8     9     
Vardas118           Pavarde118          7     3     8     6     3     9     1     3     8     2     5     7     6     10    6     5     
Vardas119           Pavarde119          6     4     2     6     5     10    3     1     5     5     4     1     7     9     10    7     
Vardas120           Pavarde120          10    6     3     10    3     5     7     8     4     7     1     5     3     2     3     1     
Vardas121           Pavarde121          1     5     8     4     10    7     10    7     2     6     10    5     7     3     2     6     
Vardas122           Pavarde122          8     7     2     8     1     7     7     10    6     2     4     10    10    8     5     8     
Vardas123           Pavarde123          8     10    6     10    8     2     8     6     7     9     3     2     10    3     9     7     
Vardas124           Pavarde124          10    3     9     9     6     3     6     7     9     6     7     7     4     4     2     2     
Vardas125           Pavarde125          8     1     7     9     6     9     6     1     6     3     10    9     7     9     6     7     
Vardas126           Pavarde126          7     7     3     1     2     2     10    1     10    4     7     6     1     4     9     7     
Vardas127           Pavarde127          5     4     10    3     4     4     1     5     2     5     5     9     8     2     6     1     
Vardas128           Pavarde128          2     5     1     4     1     4     10    5     2     10    4     10    6     8     1     8     
Vardas129           Pavarde129          3     4     2     2     6     9     5     2     4     8     3     3     9     10    4     10    
Vardas130           Pavarde130          9     1     2     5     4     3     9     10    7     4     7     4     4     1     7     7     
Vardas131           Pavarde131          7     8     6     6     4     8     1     10    7     7     1     8     9     9     4     6     
Vardas132           Pavarde132          10    4     4     10    1     8     5     5     5     1     8     3     5     1     5     8     
Vardas133           Pavarde133          8     8     7     5     7     7     8     10    6     10    7     10    6     10    9     5     
Vardas134           Pavarde134          10    2     4     6     8     6     8     8     6     3     9     6     4     8     10    10    
Vardas135           Pavarde135          3     1     9     7     5     7     2     8     4     9     6     4     3     3     10    8     
Vardas136           Pavarde136          9     5     6     10    9     10    8     7     10    9     9     4     8     6     6     4     
Vardas137           Pavarde137          2     4     8     3     3     1     6     4     8     9     7     2     1     6     10    8     
Vardas138           Pavarde138          6     9     5     2     3     1     1     7     7     7     9     4     6     10    4     7     
Vardas139           Pavarde139          7     3     4     9     7     7     5     2     1     1     3     7     10    5     9     10    
Vardas140           Pavarde140          5     9     9     3     2     5     1     7     3     1     1     8     8     7     5     8     
Vardas141           Pavarde141          1     2     10    4     9     8     7     2     7     3     2     6     6     5     4     2     
Vardas142           Pavarde142          1     10    10    5     10    8     9     1     10    2     9     3     10    8     7     4     
Vardas143           Pavarde143          1     5     9     3     4     3     5     8     2     4     7     8     4     1     7     8     
Vardas144           Pavarde144          2     1     10    10    8     9     4     1     7     2     4     9     5     10    3     7     
Vardas145           Pavarde145          4     10    8     4     8     7     10    6     9     3     1     6     10    6     8     1     
Vardas146           Pavarde146          2     3     6     7     8     4     7     3     6     3     4     8     10    9     10    6     
Vardas147           Pavarde147          6     1     1     3     5     3     7     4     5     8     2     4     3     5     6     4     
Vardas148           Pavarde148          8     9     3     5     9     4     2     5     9     5     4     6     4     5     7     3     
Vardas149           Pavarde149          5     9     5     8     10    10    9     2     3     4     8     1     3     6     1     3     
Vardas150           Pavarde150          4     5     7     1     10    4     2     7     1     9     4     3     10    9     7     8     
Vardas151           Pavarde151          10    2     6     9     1     8     7     3     1     7     2     2     5     1     8     2     
Vardas152           Pavarde152          3     6     7     7     8     6     6     10    10    2     6     4     6     4     10    2     
Vardas153           Pavarde153          5     2     6     6     7     7     3     4     4     2     3     9     1     9     9     8     
Vardas154           Pavarde154          1     10    6     9     6     10    9     5     1     6     9     9     5     4     5     9     
Vardas155           Pavarde155          1     1     6     3     4     8     8     2     10    1     7     6     7     1     1     2     
Vardas156           Pavarde156          1     8     5     5     2     9     5     2     4     9     1     5     5     10    7     5     
Vardas157           Pavarde157          1     10    1     6     3     3     6     5     1     2     4     5     3     7     4     2     
Vardas158           Pavarde158          10    3     10    4     3     6     4     10    7     10    10    1     7     10    6     7     
Vardas159           Pavarde159          10    3     9     7     8     4     5     7     5     7     9     8     5     1     8     7     
Vardas160           Pavarde160          10    5     9     1     1     1     4     5     6     3     6     7     5     5     3     5     
Vardas161           Pavarde161          10    5     6     5     9     4     5     8     5     3     2     7     2     2     10    7     
Vardas162           Pavarde162          4     2     9     6     9     9     4     8     8     8     10    2     8     7     7     2     
Vardas163           Pavarde163          3     1     5     1     2     6     9     1     2     5     10    1     3     2     2     5     
Vardas164           Pavarde164          3     7     4     9     2     3     6     2     5     8     10    8     8     6     10    1     
Vardas165           Pavarde165          10    6     10    3     8     2     4     8     10    1     6     8     2     7     10    10    
Vardas166           Pavarde166          2     7     7     6     10    9     10    5     8     9     6     4     3     6     9     8     
Vardas167           Pavarde167          7     9     3     4     6     5     6     2     6     4     9     9     3     10    1     2     
Vardas168           Pavarde168          2     8     6     7     2     8     3     5     9     2     5     6     7     8     7     3     
Vardas169           Pavarde169          6     6     7     10    1     8     5     1     5     4     7     8     1     2     1     8     
Vardas170           Pavarde170          5     3     7     5     4     10    4     8     9     9     1     10    3     4     2     4     
Vardas171           Pavarde171          8     1     2     6     8     5     6     2     4     10    10    7     3     5     6     2     
Vardas172           Pavarde172          8     3     5     8     5     6     10    3     5     8     2     5     3     9     3     7     
Vardas173           Pavarde173          5     7     8     4     9     10    2     6     5     1     8     9     4     8     8     1     
Vardas174           Pavarde174          6     6     1     2     2     9     4     2     10    3     7     4     1     10    9     8     
Vardas175           Pavarde175          8     1     10    9     5     9     3     1     2     2     5     7     6     5     5     6     
Vardas176           Pavarde176          8     2     6     5     9     10    3     2     5     9     7     5     4     7     3     10    
Vardas177           Pavarde177          8     3     4     5     2     1     8     4     10    4     10    10    10    5     6     4     
Vardas178           Pavarde178          3     10    4     8     8     9     5     4     5     9     2     2     7     1     5     1     
Vardas179           Pavarde179          8     5     6     1     3     9     1     7     4     1     5     7     6     7     7     5     
Vardas180           Pavarde180          2     1     6     8     4     6     3     10    10    6     10    9     7     5     9     6     
Vardas181           Pavarde181          3     10    6     8     5     2     7     10    9     7     9     2     8     6     5     1     
Vardas182           Pavarde182          10    1     4     9     4     9     10    10    6     8     7     6     10    2     3     1     
Vardas183           Pavarde183          8     9     5     9     9     7     4     10    7     7     6     3     5     1     5     7     
Vardas184           Pavarde184          6     10    1     10    1     9     3     8     5     7     1     3     2     3     5     7     
Vardas185           Pavarde185          8     7     1     8     3     8     7     8     9     2     1     9     6     10    4     10    
Vardas186           Pavarde186          8     5     7     3     4     9     4     5     7     5     10    4     4     2     10    4     
Vardas187           Pavarde187          4     9     5     5     8     8     9     2     1     7     3     9     6     8     5     3     
Vardas188           Pavarde188          1     10    10    10    2     7     6     2     6     1     2     1     3     2     9     6     
Vardas189           Pavarde189          7     10    10    6     9     8     10    4     10    7     7     3     5     2     2     5     
Vardas190           Pavarde190          9     7     1     5     4     5     8     1     10    9     2     9     4     9     6     8     
Vardas191           Pavarde191          4     5     5     3     10    8     2     7     2     1     10    10    6     3     1     5     
Vardas192           Pavarde192          9     8     1     5     8     9     1     4     7     10    5     4     4     8     3     4     
Vardas193           Pavarde193          5     1     3     4     6     4     5     8     2     9     8     9     10    5     1     5     
Vardas194           Pavarde194          1     6     8     3     3     10    1     5     6     3     3     10    1     4     5     7     
Vardas195           Pavarde195          6     6     6     4     1     8     3     6     6     1     3     9     2     7     8     9     
Vardas196           Pavarde196          4     5     8     8     1     6     4     7     4     1     8     9     8     5     4     8     
Vardas197           Pavarde197          6     8     8     7     2     8     3     1     1     5     7     8     2     3     6     6     
Vardas198           Pavarde198          7     6     5     4     7     7     5     5     9     7     2     7     8     10    5     2     
Vardas199           Pavarde199          1     8     7     1     9     8     6     2     3     2     8     6     9     1     6     7     
Vardas200           Pavarde200          2     10    1     9     2     9     2     2     3     7     1     10    10    10    4     2     
Vardas201           Pavarde201          5     2     9     3     2     4     8     7     4     9     7     1     6     3     3     10    
Vardas202           Pavarde202          10    4     6     9     9     2     8     4     6     1     9     10    2     1     5     5     
Vardas203           Pavarde203          5     7     7     7     5     2     4     10    6     8     8     1     6     10    5     2     
Vardas204           Pavarde204          7     1     1     4     10    7     8     2     2     5     2     5     3     9     6     5     
Vardas205           Pavarde205          1     6     1     5     9     5     6     5     2     2     7     4     2     3     1     1     
Vardas206           Pavarde206          6     4     7     6     2     3     5     1     1     3     7     5     1     7     8     9     
Vardas207           Pavarde207          8     6     7     7     3     4     9     10    7     3     9     5     8     3     10    6     
Vardas208           Pavarde208          1     10    8     9     9     1     3     9     3     5     4     4     8     6     9     9     
Vardas209           Pavarde209          6     10    5     3     10    2     5     10    7     4     2     4     8     10    8     6     
Vardas210           Pavarde210          7     9     9     6     9     3     4     9     9     7     7     7     5     9     8     10    
Vardas211           Pavarde211          1     4     10    7     1     6     2     1     8     3     5     5     8     5     6     4     
Vardas212           Pavarde212          1     2     3     9     1     7     3     8     1     10    10    3     8     5     10    10    
Vardas213           Pavarde213          5     1     8     1     5     10    6     6     2     3     6     9     4     4     5     7     
Vardas214           Pavarde214          6     10    4     6     8     5     8     3     10    10    6     2     2     4     10    2     
Vardas215           Pavarde215          6     7     8     9     9     5     5     7     5     6     2     8     9     1     9     4     
Vardas216           Pavarde216          9     3     4     3     7     3     4     2     10    2     3     8     9     9     10    5     
Vardas217           Pavarde217          7     2     10    2     2     8     5     10    9     3     1     1     4     8     5     6     
Vardas218           Pavarde218          10    9     6     5     7     7     2     1     7     4     7     3     1     9     4     6     
Vardas219           Pavarde219          1     6     5     10    10    2     4     9     10    7     2     2     2     5     4     6     
Vardas220           Pavarde220          9     10    10    2     3     4     10    8     7     4     4     9     9     5     8     2     
Vardas221           Pavarde221          9     6     4     4     1     8     9     10    7     7     6     8     2     6     1     7     
Vardas222           Pavarde222          5     7     10    5     10    9     5     5     2     5     2     3     3     3     1     10    
Vardas223           Pavarde223          9     4     7     3     1     7     4     5     10    7     2     4     5     10    4     9     
Vardas224           Pavarde224          8     3     4     1     4     6     8     8     6     4     4     10    9     5     5     10    
Vardas225           Pavarde225          1     1     1     7     6     8     5     7     2     8     5     3     4     9     6     2     
Vardas226           Pavarde226          1     2     2     9     4     4     1     10    2     4     4     6     3     6     9     2     
Vardas227           Pavarde227          3     5     2     1     10    8     2     10    2     6     4     1     6     1     5     7     
Vardas228           Pavarde228          3     9     4     2     8     10    10    5     4     1     3     10    4     8     7     7     
Vardas229           Pavarde229          8     5     9     9     8     1     2     3     1     9     2     5     6     8     10    1     
Vardas230           Pavarde230          6     8     4     9     2     5     9     1     9     10    7     6     9     3     2     10    
Vardas231           Pavarde231          7     4     2     10    5     5     2     10    2     7     9     5     7     7     4     5     
Vardas232           Pavarde232          2     9     4     7     6     8     7     6     2     10    2     7     3     4     1     2     
Vardas233           Pavarde233          8     9     2     2     6     2     7     10    8     1     9     5     8     1     2     7     
Vardas234           Pavarde234          8     10    5     4     10    3     2     8     5     10    7     4     9     7     1     3     
Vardas235           Pavarde235          8     4     1     6     6     1     9     9     8     7     8     8     5     4     2     1     
Vardas236           Pavarde236          2     8     1     4     7     1     8     3     7     3     1     7     9     9     8     2     
Vardas237           Pavarde237          5     2     8     3     10    9     8     10    9     9     5     1     2     3     4     1     
Vardas238           Pavarde238          1     4     5     6     3     4     9     3     6     9     1     10    6     7     8     4     
Vardas239           Pavarde239          4     2     1     7     2     5     8     2     8     4     9     1     4     6     10    9     
Vardas240           Pavarde240          5     5     10    9     5     10    1     6     4     4     4     5     1     2     9     8     
Vardas241           Pavarde241          5     7     9     6     6     6     3     2     5     4     5     6     2     4     6     10    
Vardas242           Pavarde242          3     4     2     10    6     7     3     4     8     1     1     9     7     5     8     5     
Vardas243           Pavarde243          4     5     9     9     10    5     2     6     10    1     5     2     8     9     5     7     
Vardas244           Pavarde244          8     3     7     2     3     1     10    9     7     2     7     9     3     8     9     3     
Vardas245           Pavarde245          7     8     6     9     5     1     7     4     3     7     4     6     9     3     9     1     
Vardas246           Pavarde246          6     5     7     2     7     1     1     10    9     7     3     8     7     1     10    8     
Vardas247           Pavarde247          8     9     1     1     4     5     10    5     7     3     3     9     4     4     7     1     
Vardas248           Pavarde248          7     2     8     9     7     4     6     2     4     10    9     3     3     8     1     4     
Vardas249           Pavarde249          4     2     4     1     3     7     7     2     1     8     4     2     7     8     2     3     
Vardas250           Pavarde250          9     1     7     7     8     8     5     5     1     8     2     2     8     10    4     6     
Vardas251           Pavarde251          5     1     9     5     7     5     1     2     9     4     1     3     9     2     1     5     
Vardas252           Pavarde252          3     1     9     7     10    6     7     5     8     4     1     10    5     10    7     1     
Vardas253           Pavarde253          9     9     5     6     8     10    10    5     9     7     10    1     8     3     1     10    
Vardas254           Pavarde254          5     1     1     7     3     3     5     4     8     6     4     2     7     9     6     2     
Vardas255           Pavarde255          9     8     6     3     3     8     9     10    7     9     7     7     2     10    4     6     
Vardas256           Pavarde256          3     1     5     6     7     7     5     3     4     6     1     5     7     5     10    8     
Vardas257           Pavarde257          1     5     5     9     3     6     6     4     4     6     1     6     4     6     4     2     
Vardas258           Pavarde258          9     10    6     7     9     8     8     4     1     10    9     5     6     7     7     5     
Vardas259           Pavarde259          2     2     7     1     1     8     6     10    3     7     4     3     8     10    2     8     
Vardas260           Pavarde260          10    2     8     2     3     2     2     6     1     4     5     1     5     1     4     6     
Vardas261           Pavarde261          6     5     5     6     1     9     3     1     2     4     1     7     9     5     4     1     
Vardas262           Pavarde262          7     9     2     2     10    6     5     7     6     9     2     8     6     3     5     2     
Vardas263           Pavarde263          1     5     9     5     4     3     5     5     1     10    3     4     1     5     9     7     
Vardas264           Pavarde264          9     6     5     8     3     5     1     5     6     6     9     4     8     1     4     9     
Vardas265           Pavarde265          5     2     2     4     8     7     8     10    10    9     10    2     7     3     9     7     
Vardas266           Pavarde266          6     9     8     3     9     9     2     6     8     4     5     5     7     6     4     4     
Vardas267           Pavarde267          2     8     8     4     8     1     2     9     2     5     3     10    7     10    5     1     
Vardas268           Pavarde268          8     7     10    2     6     7     5     7     8     7     5     3     1     7     7     6     
Vardas269           Pavarde269          6     10    1     2     6     3     5     6     6     6     5     7     7     6     6     8     
Vardas270           Pavarde270          9     2     6     9     7     9     1     9     10    9     9     1     3     10    8     5     
Vardas271           Pavarde271          1     6     10    1     7     5     2     9     3     4     9     6     6     2     3     9     
Vardas272           Pavarde272          7     4     8     2     3     3     5     6     5     5     3     5     6     9     5     10    
Vardas273           Pavarde273          6     2     7     8     4     6     8     7     10    7     4     1     8     5     7     3     
Vardas274           Pavarde274          10    3     2     6     4     8     5     7     8     2     4     6     1     7     6     8     
Vardas275           Pavarde275          8     10    1     10    6     2     1     5     1     7     3     10    2     4     1     8     
Vardas276           Pavarde276          7     6     2     10    1     10    5     4     8     4     4     9     2     5     9     5     
Vardas277           Pavarde277          5     5     8     3     6     7     8     5     5     4     8     10    10    1     3     9     
Vardas278           Pavarde278          10    7     3     2     4     4     1     6     9     10    10    3     1     5     7     5     
Vardas279           Pavarde279          5     9     4     2     10    8     6     6     9     10    9     1     8     3     1     7     
Vardas280           Pavarde280          7     9     1     10    10    2     9     8     9     5     5     9     1     3     4     5     
Vardas281           Pavarde281          10    3     10    6     4     10    9     3     6     3     6     5     5     9     9     5     
Vardas282           Pavarde282          5     1     4     7     1     6     3     7     10    6     9     5     8     1     8     9     
Vardas283           Pavarde283          6     2     7     5     7     1     7     5     10    10    8     6     3     1     10    6     
Vardas284           Pavarde284          10    10    5     7     3     1     1     2     1     6     9     4     9     4     9     8     
Vardas285           Pavarde285          4     7     3     8     10    3     4     10    8     1     9     3     6     10    9     3     
Vardas286           Pavarde286          5     3     8     4     6     4     2     10    9     4     9     7     3     9     1     5     
Vardas287           Pavarde287          10    8     3     8     8     4     6     1     10    2     10    7     3     3     8     3     
Vardas288           Pavarde288          7     10    5     6     8     4     1     8     6     8     10    3     9     10    2     9     
Vardas289           Pavarde289          5     5     5     5     5     2     2     4     1     8     10    2     5     7     3     1     
Vardas290           Pavarde290          1     8     5     3     9     9     7     8     3     5     6     3     10    2     8     5     
Vardas291           Pavarde291          1     4     5     8     4     8     10    10    6     10    10    2     2     9     7     10    
Vardas292           Pavarde292          6     5     8     2     6     1     7     1     9     5     7     9     10    4     8     8     
Vardas293           Pavarde293          10    10    3     4     5     3     3     3     2     5     5     9     7     6     9     1     
Vardas294           Pavarde294          5     4     8     7     1     3     10    2     6     5     10    1     5     4     6     5     
Vardas295           Pavarde295          3     9     7     3     4     9     8     10    3     9     7     2     5     10    2     6     
Vardas296           Pavarde296          10    7     6     3     4     8     6     3     3     3     4     6     6     10    5     6     
Vardas297           Pavarde297          10    9     3     2     2     3     8     2     1     10    1     3     9     3     1     6     
Vardas298           Pavarde298          8     4     7     10    5     3     7     10    3     5     3     9     2     9     9     7     
Vardas299           Pavarde299          9     3     8     4     2     1     5     7     10    7     6     10    7     4     2     9     
Vardas300           Pavarde300          10    2     7     5     5     8     10    2     7     5     4     2     7     3     4     5     
Vardas301           Pavarde301          2     10    7     3     9     4     6     7     4     7     3     2     3     2     4     1     
