Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas23            Pavarde23           6     7     2     7     8     7     10    6     10    10    7     6     2     1     4     9     
Vardas24            Pavarde24           4     4     10    4     2     1     8     3     5     7     6     8     3     8     8     8     
Vardas25            Pavarde25           7     5     10    8     1     2     10    10    1     1     8     10    9     2     7     6     
Vardas26            Pavarde26           5     3     3     4     4     1     5     7     8     6     6     6     9     10    9     5     
Vardas27            Pavarde27           6     9     6     9     3     6     2     2     9     7     5     8     9     10    6     7     
Vardas28            Pavarde28           8     8     5     10    2     6     3     2     7     2     7     7     7     3     6     5     
Vardas29            Pavarde29           9     4     10    1     8     5     9     2     8     10    5     1     10    9     2     6     
Vardas30            Pavarde30           9     7     1     9     10    6     8     3     4     8     3     10    6     7     6     10    
Vardas31            Pavarde31           10    5     10    3     3     5     5     3     8     9     9     4     2     2     9     10    
Vardas32            Pavarde32           1     9     9     4     8     3     8     1     1     9     3     3     2     7     10    10    
Vardas33            Pavarde33           6     5     9     1     6     4     5     7     9     5     5     3     8     10    10    6     
Vardas34            Pavarde34           8     9     4     5     2     8     5     9     5     4     1     7     6     3     4     6     
Vardas35            Pavarde35           4     10    9     4     3     5     9     7     7     5     4     6     6     6     10    6     
Vardas36            Pavarde36           9     5     7     7     3     7     7     8     8     9     2     6     7     2     6     6     
Vardas37            Pavarde37           7     6     9     3     4     1     2     9     1     2     4     4     10    8     8     10    
Vardas38            Pavarde38           1     6     3     3     1     8     6     9     7     8     10    10    3     10    3     9     
Vardas39            Pavarde39           6     8     10    4     3     8     5     9     6     9     4     6     6     1     1     1     
Vardas40            Pavarde40           8     6     8     8     3     5     6     5     1     10    8     3     3     5     4     10    
Vardas41            Pavarde41           1     5     9     3     4     4     1     10    1     7     3     7     9     5     9     9     
Vardas42            Pavarde42           1     7     2     7     10    10    1     8     8     5     8     1     2     8     6     6     
Vardas43            Pavarde43           2     3     3     5     9     8     8     2     10    1     6     1     8     7     7     5     
Vardas44            Pavarde44           6     6     1     4     5     8     1     8     3     9     4     2     8     3     8     6     
Vardas45            Pavarde45           8     3     7     1     8     3     4     9     6     4     2     9     6     7     9     4     
Vardas46            Pavarde46           8     1     9     10    2     5     10    2     1     3     4     7     2     8     6     8     
Vardas47            Pavarde47           6     8     9     7     1     7     8     5     9     8     6     5     1     6     9     6     
Vardas48            Pavarde48           7     9     8     10    4     7     9     5     6     4     7     9     6     7     1     10    
Vardas49            Pavarde49           4     8     5     10    10    10    4     8     5     5     5     6     4     5     8     8     
Vardas50            Pavarde50           4     2     8     10    9     2     6     5     7     3     3     9     8     2     6     3     
Vardas51            Pavarde51           9     5     6     10    7     7     7     2     5     5     7     10    7     6     6     2     
Vardas52            Pavarde52           10    7     5     4     3     4     2     4     6     3     10    7     5     3     10    9     
Vardas53            Pavarde53           6     3     6     5     7     5     6     1     6     2     7     2     2     4     2     5     
Vardas54            Pavarde54           9     3     8     8     3     9     8     6     6     3     7     3     3     8     3     10    
Vardas55            Pavarde55           8     7     5     8     1     3     4     6     10    9     2     10    5     9     1     6     
Vardas56            Pavarde56           8     10    4     4     10    9     2     8     2     9     9     4     2     1     3     6     
Vardas57            Pavarde57           2     3     3     7     1     8     9     1     10    2     1     7     2     5     4     6     
Vardas58            Pavarde58           2     1     5     8     1     9     1     4     9     9     2     7     7     2     1     7     
Vardas59            Pavarde59           4     9     4     7     5     10    2     8     10    5     4     3     1     8     9     8     
Vardas60            Pavarde60           2     7     3     9     4     5     2     2     7     9     5     5     6     3     3     5     
Vardas61            Pavarde61           4     4     7     1     7     2     5     10    9     6     6     2     8     2     2     1     
Vardas62            Pavarde62           6     8     8     1     3     7     2     9     4     1     2     3     6     5     5     5     
Vardas63            Pavarde63           4     3     9     2     3     4     1     8     7     6     3     3     1     2     10    8     
Vardas64            Pavarde64           4     2     8     10    8     2     5     8     6     3     8     10    8     9     9     6     
Vardas65            Pavarde65           7     2     8     4     2     1     9     7     1     4     6     1     3     7     1     10    
Vardas66            Pavarde66           10    7     10    2     6     1     3     7     5     3     5     9     10    10    6     4     
Vardas67            Pavarde67           10    6     7     7     4     10    3     8     4     6     6     7     2     9     5     1     
Vardas68            Pavarde68           7     8     5     5     7     3     9     5     5     7     8     7     5     8     3     1     
Vardas69            Pavarde69           8     6     4     5     5     2     2     10    10    6     2     8     6     9     8     10    
Vardas70            Pavarde70           7     7     6     8     2     2     1     9     8     3     1     4     6     2     5     7     
Vardas71            Pavarde71           1     10    4     9     7     8     3     3     6     9     7     5     5     6     9     6     
Vardas72            Pavarde72           10    1     10    1     4     2     10    7     2     9     5     6     7     4     4     8     
Vardas73            Pavarde73           4     7     3     7     9     10    3     3     6     4     7     9     6     6     5     4     
Vardas74            Pavarde74           6     3     1     3     7     10    4     2     6     8     5     10    4     5     4     8     
Vardas75            Pavarde75           4     4     1     9     1     1     3     5     7     5     2     4     2     10    4     1     
Vardas76            Pavarde76           3     2     7     1     5     9     4     3     5     3     10    10    7     5     1     10    
Vardas77            Pavarde77           3     2     2     3     1     10    4     7     8     1     2     5     2     7     1     1     
Vardas78            Pavarde78           8     3     6     9     1     7     7     10    8     1     2     2     3     2     4     7     
Vardas79            Pavarde79           9     1     7     7     7     5     2     4     3     4     4     2     6     6     3     4     
Vardas80            Pavarde80           9     8     8     4     5     3     1     6     8     4     3     7     5     1     2     5     
Vardas81            Pavarde81           8     5     7     7     3     7     5     6     10    6     3     6     9     10    4     3     
Vardas82            Pavarde82           3     6     9     4     5     8     8     1     4     4     10    7     9     5     2     4     
Vardas83            Pavarde83           6     2     8     8     1     7     5     6     2     1     10    8     5     7     7     7     
Vardas84            Pavarde84           9     2     10    3     3     5     3     9     10    5     2     3     10    1     8     1     
Vardas85            Pavarde85           3     2     2     1     6     9     10    4     1     3     5     2     3     4     3     2     
Vardas86            Pavarde86           4     8     4     1     1     1     9     5     1     3     10    9     2     6     8     8     
Vardas87            Pavarde87           6     8     1     8     4     1     9     10    9     10    4     3     9     7     7     8     
Vardas88            Pavarde88           7     7     3     9     7     7     6     5     4     4     2     7     5     4     2     5     
Vardas89            Pavarde89           4     9     8     1     5     8     6     2     3     9     7     10    5     8     9     10    
Vardas90            Pavarde90           7     5     9     7     4     8     3     5     6     4     10    5     4     8     3     3     
Vardas91            Pavarde91           4     10    4     9     9     5     3     4     7     3     10    7     4     9     10    3     
Vardas92            Pavarde92           6     6     3     5     8     2     2     9     3     3     1     1     8     1     5     5     
Vardas93            Pavarde93           9     7     8     3     2     7     8     4     9     1     9     5     6     5     5     3     
Vardas94            Pavarde94           9     5     1     8     8     3     5     9     5     7     2     6     4     5     1     1     
Vardas95            Pavarde95           2     7     8     9     1     4     3     10    10    9     1     4     6     5     8     5     
Vardas96            Pavarde96           8     1     4     10    2     8     8     2     8     9     6     7     3     10    6     5     
Vardas97            Pavarde97           4     10    3     8     6     6     6     1     4     2     4     2     4     9     5     7     
Vardas98            Pavarde98           1     8     10    10    7     4     7     8     1     7     5     6     7     3     8     7     
Vardas99            Pavarde99           4     9     2     10    2     4     10    1     3     9     4     9     9     3     7     10    
Vardas100           Pavarde100          9     3     1     5     6     8     4     2     10    1     4     4     2     6     9     3     
Vardas101           Pavarde101          6     5     9     8     1     3     1     7     9     8     2     6     1     5     3     9     
Vardas102           Pavarde102          9     8     2     8     1     9     4     5     2     10    2     4     5     8     7     7     
Vardas103           Pavarde103          5     2     6     4     7     5     4     8     7     5     10    4     7     10    9     10    
Vardas104           Pavarde104          10    8     4     1     7     4     6     2     3     8     6     9     7     7     4     7     
Vardas105           Pavarde105          9     4     6     10    9     10    10    10    5     2     3     4     8     8     5     2     
Vardas106           Pavarde106          6     3     4     2     7     2     3     7     5     9     1     8     1     2     10    10    
Vardas107           Pavarde107          9     8     2     4     6     6     3     6     3     6     5     5     1     2     3     2     
Vardas108           Pavarde108          2     10    4     5     5     7     1     5     6     10    4     6     1     6     8     9     
Vardas109           Pavarde109          8     6     1     7     8     9     10    6     1     2     4     1     5     1     10    7     
Vardas110           Pavarde110          5     4     1     2     8     3     9     7     4     5     5     8     9     2     10    5     
Vardas111           Pavarde111          9     3     10    4     10    9     1     8     8     9     6     3     9     5     7     10    
Vardas112           Pavarde112          7     1     10    9     10    5     2     4     8     5     2     4     6     1     1     8     
Vardas113           Pavarde113          5     7     6     8     9     8     6     5     2     5     9     7     7     6     3     7     
Vardas114           Pavarde114          9     3     8     1     5     4     3     5     8     3     9     9     3     1     1     9     
Vardas115           Pavarde115          7     2     2     6     9     10    1     5     4     10    2     7     2     4     1     2     
Vardas116           Pavarde116          8     7     5     3     8     8     1     9     2     7     4     6     9     2     4     4     
Vardas117           Pavarde117          9     1     3     9     1     6     10    4     5     7     7     8     4     5     9     1     
Vardas118           Pavarde118          4     6     7     2     7     2     1     10    6     8     6     9     2     8     9     4     
Vardas119           Pavarde119          4     10    5     1     6     5     4     1     3     4     8     6     8     1     1     5     
Vardas120           Pavarde120          7     9     4     9     3     9     8     1     2     4     6     7     4     2     2     7     
Vardas121           Pavarde121          4     2     8     2     2     9     6     1     4     10    7     4     1     10    5     1     
Vardas122           Pavarde122          8     7     7     9     9     3     6     1     1     1     8     2     5     10    6     3     
Vardas123           Pavarde123          3     2     9     5     8     7     10    3     6     6     3     9     10    7     8     1     
Vardas124           Pavarde124          6     9     1     2     5     3     1     3     10    5     1     10    3     2     4     6     
Vardas125           Pavarde125          6     6     8     5     1     3     5     1     6     6     3     5     4     2     1     4     
Vardas126           Pavarde126          3     6     2     9     7     1     9     5     3     3     3     2     4     5     8     8     
Vardas127           Pavarde127          10    9     3     7     7     8     1     8     1     7     3     6     8     4     1     1     
Vardas128           Pavarde128          5     3     3     3     3     8     6     5     6     7     5     3     5     1     2     3     
Vardas129           Pavarde129          6     10    8     8     4     9     9     7     7     6     7     4     10    10    3     2     
Vardas130           Pavarde130          8     3     2     1     5     3     10    5     5     4     3     9     5     7     5     1     
Vardas131           Pavarde131          2     8     7     4     1     10    8     5     2     3     9     9     4     1     9     5     
Vardas132           Pavarde132          9     8     6     3     9     10    1     5     6     10    10    2     1     3     4     3     
Vardas133           Pavarde133          8     2     5     2     7     9     1     8     5     4     9     2     2     5     3     2     
Vardas134           Pavarde134          8     2     8     2     4     4     10    2     6     9     6     4     6     1     8     2     
Vardas135           Pavarde135          4     3     8     9     2     9     8     7     3     9     2     5     6     8     4     4     
Vardas136           Pavarde136          1     2     10    10    3     9     6     7     5     8     1     5     6     10    8     8     
Vardas137           Pavarde137          4     7     5     7     7     1     8     3     5     2     6     2     3     6     6     6     
Vardas138           Pavarde138          1     6     10    4     7     10    3     4     4     6     1     6     1     7     5     5     
Vardas139           Pavarde139          8     2     4     3     7     8     1     1     6     3     2     4     4     6     9     9     
Vardas140           Pavarde140          8     8     1     8     10    9     5     4     2     6     8     9     2     2     4     5     
Vardas141           Pavarde141          6     6     6     10    2     3     1     7     5     10    8     9     4     6     6     4     
Vardas142           Pavarde142          3     10    4     9     4     10    4     10    1     8     8     9     5     4     9     1     
Vardas143           Pavarde143          8     10    5     8     8     1     6     6     4     8     5     1     8     9     3     5     
Vardas144           Pavarde144          9     9     4     2     6     8     1     2     5     3     10    4     7     3     5     4     
Vardas145           Pavarde145          9     9     6     9     1     2     9     7     4     9     9     2     5     2     3     3     
Vardas146           Pavarde146          3     6     10    10    4     5     2     4     1     6     9     2     3     6     3     5     
Vardas147           Pavarde147          6     5     6     2     1     4     8     5     10    4     2     6     2     5     4     1     
Vardas148           Pavarde148          3     1     2     4     9     9     7     6     9     4     5     6     4     1     9     10    
Vardas149           Pavarde149          8     4     4     6     7     8     7     5     3     2     7     8     7     10    10    7     
Vardas150           Pavarde150          2     8     5     1     5     6     1     7     7     1     2     10    5     10    2     6     
Vardas151           Pavarde151          9     7     3     3     7     4     10    5     3     9     9     4     4     4     4     4     
Vardas152           Pavarde152          9     5     8     1     5     4     3     3     2     8     4     6     4     7     9     8     
Vardas153           Pavarde153          1     10    5     9     2     10    2     9     3     7     2     3     3     9     9     5     
Vardas154           Pavarde154          1     5     8     10    6     3     5     4     7     1     9     6     2     2     7     4     
Vardas155           Pavarde155          9     3     2     5     4     3     6     10    2     7     1     8     9     3     7     2     
Vardas156           Pavarde156          3     7     2     1     1     5     2     10    3     9     2     3     2     1     10    1     
Vardas157           Pavarde157          8     3     3     4     4     9     7     10    2     8     4     4     7     2     1     3     
Vardas158           Pavarde158          2     9     7     5     5     1     8     6     10    1     9     8     7     10    10    5     
Vardas159           Pavarde159          5     8     8     1     1     7     7     8     4     1     9     5     2     1     7     8     
Vardas160           Pavarde160          9     2     5     3     2     5     9     7     4     3     8     6     8     3     10    5     
Vardas161           Pavarde161          9     2     9     6     4     10    2     5     4     10    1     5     5     6     6     9     
Vardas162           Pavarde162          9     9     5     1     8     2     1     6     1     3     6     8     4     9     5     6     
Vardas163           Pavarde163          10    3     9     10    2     10    6     8     4     3     1     9     9     8     5     1     
Vardas164           Pavarde164          9     1     10    3     5     4     9     3     8     9     9     10    1     3     3     1     
Vardas165           Pavarde165          6     1     2     5     6     10    3     8     8     9     10    1     2     4     4     4     
Vardas166           Pavarde166          7     10    4     5     9     1     8     10    1     9     6     9     8     6     4     2     
Vardas167           Pavarde167          8     6     10    1     6     6     4     3     9     7     9     9     5     3     8     7     
Vardas168           Pavarde168          4     9     7     5     4     5     5     8     10    7     8     1     1     3     4     6     
Vardas169           Pavarde169          8     1     4     2     8     5     5     6     9     9     3     8     10    8     9     10    
Vardas170           Pavarde170          10    4     10    9     3     4     2     7     2     1     1     1     3     4     2     10    
Vardas171           Pavarde171          7     1     10    5     4     5     4     3     7     5     3     6     6     9     4     2     
Vardas172           Pavarde172          5     10    6     7     5     3     9     3     2     1     2     5     8     1     10    7     
Vardas173           Pavarde173          10    8     6     1     8     6     7     10    4     1     3     1     5     3     9     7     
Vardas174           Pavarde174          10    6     5     10    7     8     8     8     7     3     10    4     4     6     6     1     
Vardas175           Pavarde175          2     5     3     10    7     6     8     7     1     6     10    10    7     8     4     9     
Vardas176           Pavarde176          8     3     1     5     2     10    2     5     3     5     9     4     10    7     2     5     
Vardas177           Pavarde177          2     10    6     8     7     4     9     6     6     3     8     1     6     7     2     8     
Vardas178           Pavarde178          2     9     2     4     4     4     10    1     1     4     9     7     9     1     7     4     
Vardas179           Pavarde179          10    10    2     6     10    2     4     5     6     9     2     5     3     2     2     6     
Vardas180           Pavarde180          3     9     8     4     7     6     7     9     7     5     5     6     4     4     4     10    
Vardas181           Pavarde181          1     1     4     9     3     5     3     10    6     8     2     1     7     8     4     5     
Vardas182           Pavarde182          3     1     1     5     7     9     4     4     1     1     10    5     8     9     6     8     
Vardas183           Pavarde183          3     4     5     6     6     7     1     6     1     7     7     1     3     8     8     10    
Vardas184           Pavarde184          1     5     6     9     7     9     8     7     10    2     6     5     3     3     8     5     
Vardas185           Pavarde185          5     4     3     10    1     10    4     10    6     4     8     6     6     9     4     5     
Vardas186           Pavarde186          4     10    6     9     4     9     3     10    5     10    6     9     7     3     5     2     
Vardas187           Pavarde187          8     9     8     6     4     8     10    5     4     9     9     8     9     10    5     8     
Vardas188           Pavarde188          7     8     9     4     6     9     3     7     3     4     8     4     10    4     7     5     
Vardas189           Pavarde189          8     5     10    10    9     2     6     8     10    6     6     7     6     3     2     2     
Vardas190           Pavarde190          10    10    6     7     1     4     1     5     8     1     4     3     5     10    9     4     
Vardas191           Pavarde191          1     7     9     7     3     8     6     2     5     9     5     1     6     4     8     3     
Vardas192           Pavarde192          2     8     8     5     1     2     4     1     5     9     9     2     6     8     10    4     
Vardas193           Pavarde193          8     7     10    4     1     8     1     7     8     9     1     10    3     5     9     10    
Vardas194           Pavarde194          5     2     2     7     3     5     3     6     2     6     3     6     5     10    5     5     
Vardas195           Pavarde195          6     6     10    8     1     7     6     8     8     5     2     6     1     1     7     2     
Vardas196           Pavarde196          7     3     9     10    3     1     5     5     7     8     1     1     2     5     3     6     
Vardas197           Pavarde197          2     8     8     4     1     5     9     7     5     3     4     7     10    6     2     9     
Vardas198           Pavarde198          1     2     2     3     10    5     5     8     5     5     5     2     9     7     8     6     
Vardas199           Pavarde199          7     9     7     7     2     5     2     1     9     10    3     7     2     3     5     10    
Vardas200           Pavarde200          9     10    3     7     4     6     2     1     10    10    2     7     2     1     6     8     
Vardas201           Pavarde201          4     3     9     3     4     7     10    2     2     4     5     8     1     8     6     3     
Vardas202           Pavarde202          10    5     5     6     7     8     3     4     7     9     5     2     2     4     8     3     
Vardas203           Pavarde203          5     1     3     1     6     3     10    6     6     10    2     10    9     5     1     4     
Vardas204           Pavarde204          9     5     3     9     4     9     5     8     4     1     5     7     1     9     5     3     
Vardas205           Pavarde205          10    4     8     10    2     10    6     2     1     4     7     4     1     3     5     6     
Vardas206           Pavarde206          4     10    10    6     5     2     6     9     6     7     4     6     8     6     3     4     
Vardas207           Pavarde207          5     10    1     1     5     1     8     6     1     3     1     7     5     5     6     6     
Vardas208           Pavarde208          3     10    2     1     10    5     7     4     4     7     10    3     3     4     3     5     
Vardas209           Pavarde209          8     8     3     5     9     9     2     9     8     7     2     10    2     7     1     7     
Vardas210           Pavarde210          6     10    1     7     10    4     10    2     9     10    9     3     2     7     1     8     
Vardas211           Pavarde211          9     1     3     5     8     4     7     10    4     6     2     1     3     6     10    4     
Vardas212           Pavarde212          8     3     9     6     7     3     8     1     2     8     8     9     7     3     7     5     
Vardas213           Pavarde213          8     10    8     1     10    6     9     5     8     1     8     8     9     2     6     6     
Vardas214           Pavarde214          7     2     1     10    7     1     8     9     5     4     5     6     5     1     8     5     
Vardas215           Pavarde215          2     6     4     3     5     9     8     9     5     2     1     4     6     3     10    4     
Vardas216           Pavarde216          4     2     8     4     8     1     3     5     7     5     3     6     10    9     10    9     
Vardas217           Pavarde217          3     2     6     8     2     4     10    7     10    4     10    10    4     4     10    2     
Vardas218           Pavarde218          5     9     5     3     3     7     9     7     10    10    10    6     8     2     3     8     
Vardas219           Pavarde219          6     10    6     2     9     6     4     1     9     9     3     7     2     10    7     8     
Vardas220           Pavarde220          8     2     6     7     2     5     7     1     10    10    3     1     2     8     8     8     
Vardas221           Pavarde221          2     3     4     6     4     10    10    3     3     8     1     1     7     2     4     1     
Vardas222           Pavarde222          4     4     7     9     3     9     4     5     7     9     2     3     7     9     2     6     
Vardas223           Pavarde223          1     4     2     2     3     2     7     7     9     3     9     10    10    2     10    10    
Vardas224           Pavarde224          1     1     3     3     6     2     2     7     10    2     6     8     1     2     5     9     
Vardas225           Pavarde225          7     4     2     1     10    9     9     9     10    10    4     4     3     10    5     4     
Vardas226           Pavarde226          5     10    5     9     1     10    6     1     3     2     3     2     7     5     9     8     
Vardas227           Pavarde227          2     7     9     5     2     2     9     3     2     6     5     4     8     9     4     6     
Vardas228           Pavarde228          5     1     5     6     7     2     7     4     8     8     6     2     2     3     9     1     
Vardas229           Pavarde229          9     5     4     1     8     6     7     6     3     2     7     3     5     2     2     5     
Vardas230           Pavarde230          1     3     6     5     3     5     10    6     7     3     5     10    9     10    6     9     
Vardas231           Pavarde231          7     4     3     6     7     9     3     2     8     4     10    5     2     2     9     9     
Vardas232           Pavarde232          2     5     5     10    5     6     9     2     1     4     8     10    7     10    7     3     
Vardas233           Pavarde233          2     8     2     2     10    4     5     10    9     2     4     7     1     6     2     3     
Vardas234           Pavarde234          8     9     9     4     7     9     8     8     2     5     5     1     8     7     4     6     
Vardas235           Pavarde235          9     10    7     7     8     9     7     1     3     6     1     4     1     3     3     9     
Vardas236           Pavarde236          6     2     5     4     8     9     10    5     5     4     5     8     6     9     8     4     
Vardas237           Pavarde237          8     4     2     7     1     3     5     6     3     6     7     6     9     5     5     3     
Vardas238           Pavarde238          8     6     7     5     8     2     10    8     2     5     2     8     1     5     9     8     
Vardas239           Pavarde239          9     10    4     3     1     10    9     8     9     3     8     2     5     8     2     8     
Vardas240           Pavarde240          3     1     3     1     2     2     8     2     4     1     3     9     3     2     4     9     
Vardas241           Pavarde241          4     2     5     9     3     2     4     3     8     7     9     9     6     4     6     9     
Vardas242           Pavarde242          4     4     3     1     1     8     9     9     8     7     4     3     2     10    5     3     
Vardas243           Pavarde243          8     4     8     1     5     4     8     6     5     8     4     7     7     1     7     2     
Vardas244           Pavarde244          9     10    2     8     7     8     7     4     2     4     5     4     10    9     10    4     
Vardas245           Pavarde245          10    5     7     4     5     3     7     9     10    6     4     8     5     10    7     6     
Vardas246           Pavarde246          8     3     7     1     7     7     5     6     2     3     5     5     8     7     8     4     
Vardas247           Pavarde247          6     6     1     3     10    7     8     7     4     8     3     4     7     8     7     6     
Vardas248           Pavarde248          5     1     9     1     3     6     1     6     3     4     3     5     5     8     8     3     
Vardas249           Pavarde249          10    7     8     7     6     2     8     3     6     6     7     2     6     2     10    4     
Vardas250           Pavarde250          1     6     8     8     4     5     5     3     9     3     6     10    2     5     10    2     
Vardas251           Pavarde251          6     9     8     7     6     3     3     9     6     8     1     6     2     1     4     3     
Vardas252           Pavarde252          1     3     2     5     8     4     2     2     9     3     10    4     7     6     5     4     
Vardas253           Pavarde253          3     6     10    10    3     6     2     9     2     10    5     10    10    6     8     2     
Vardas254           Pavarde254          8     6     2     9     8     4     2     10    7     6     2     9     6     5     6     6     
Vardas255           Pavarde255          5     3     10    2     7     5     10    6     6     10    7     7     2     6     7     2     
Vardas256           Pavarde256          2     9     6     6     6     2     9     10    7     4     5     4     5     8     1     1     
Vardas257           Pavarde257          10    9     10    3     10    9     5     5     8     10    1     10    6     5     10    8     
Vardas258           Pavarde258          8     8     3     9     10    1     5     10    8     4     1     3     4     7     3     4     
Vardas259           Pavarde259          5     3     2     7     5     8     5     3     9     7     4     2     6     6     9     2     
Vardas260           Pavarde260          6     8     8     8     9     10    7     3     1     10    3     4     10    1     8     2     
Vardas261           Pavarde261          10    2     9     4     1     7     6     6     4     7     6     1     9     3     4     2     
Vardas262           Pavarde262          9     1     7     3     1     1     4     8     9     2     3     1     7     7     4     7     
Vardas263           Pavarde263          9     9     3     1     6     4     8     5     7     10    8     1     2     9     8     10    
Vardas264           Pavarde264          8     1     1     6     5     7     4     4     9     8     3     2     10    9     6     3     
Vardas265           Pavarde265          7     4     10    1     7     10    3     6     1     5     4     9     5     10    1     10    
Vardas266           Pavarde266          7     2     1     7     3     3     1     7     6     2     9     5     4     2     2     8     
Vardas267           Pavarde267          7     9     10    2     7     3     4     2     2     8     7     2     10    7     1     7     
Vardas268           Pavarde268          2     5     7     6     8     9     10    8     8     4     7     3     10    4     6     10    
Vardas269           Pavarde269          9     8     6     8     9     9     2     6     8     9     5     10    5     4     1     6     
Vardas270           Pavarde270          7     3     6     5     3     7     8     3     4     7     8     10    8     10    8     7     
Vardas271           Pavarde271          1     2     4     2     6     5     8     8     5     1     9     9     9     5     10    5     
Vardas272           Pavarde272          10    1     3     7     3     5     10    9     3     8     2     7     8     7     6     1     
Vardas273           Pavarde273          10    7     9     6     4     2     8     1     1     10    10    2     4     1     2     8     
Vardas274           Pavarde274          9     2     10    4     8     2     7     3     4     10    8     7     5     7     4     8     
Vardas275           Pavarde275          5     9     5     5     8     5     2     3     2     4     5     6     8     3     2     8     
Vardas276           Pavarde276          10    8     6     2     4     7     1     6     9     1     9     8     7     2     7     1     
Vardas277           Pavarde277          1     10    8     10    6     2     2     10    8     10    9     10    8     8     1     2     
Vardas278           Pavarde278          2     5     9     5     5     6     3     6     2     8     9     6     3     4     8     9     
Vardas279           Pavarde279          9     4     10    8     10    5     9     2     10    2     10    10    10    1     6     4     
Vardas280           Pavarde280          6     4     7     9     6     8     5     5     7     9     7     5     7     4     10    2     
Vardas281           Pavarde281          5     5     2     8     1     2     7     4     5     10    3     1     6     8     3     4     
Vardas282           Pavarde282          1     9     2     1     5     5     3     2     4     9     4     9     3     9     10    3     
Vardas283           Pavarde283          1     2     5     2     5     10    1     4     4     9     10    5     2     10    3     6     
Vardas284           Pavarde284          3     3     4     10    10    2     7     7     4     2     10    7     5     1     7     10    
Vardas285           Pavarde285          2     2     2     8     6     7     2     3     2     10    6     10    5     2     5     1     
Vardas286           Pavarde286          1     6     3     5     7     5     4     2     9     7     9     6     7     9     6     6     
Vardas287           Pavarde287          5     7     2     9     5     7     10    4     3     9     7     1     8     4     6     6     
Vardas288           Pavarde288          1     5     6     3     4     9     3     1     2     5     5     6     4     9     2     8     
Vardas289           Pavarde289          6     7     6     3     2     10    10    9     7     5     10    10    7     10    2     10    
Vardas290           Pavarde290          10    6     8     8     3     4     7     7     8     4     10    9     5     9     7     7     
Vardas291           Pavarde291          3     4     2     1     6     6     5     7     6     6     9     10    9     3     4     4     
Vardas292           Pavarde292          10    5     7     1     7     7     1     3     3     7     3     10    3     10    2     6     
Vardas293           Pavarde293          5     2     5     6     8     3     1     2     3     9     5     2     10    8     2     1     
Vardas294           Pavarde294          10    1     3     1     2     9     6     9     8     4     1     4     5     8     2     6     
Vardas295           Pavarde295          9     4     10    4     7     9     3     9     10    8     1     1     6     2     10    2     
Vardas296           Pavarde296          10    4     6     3     1     2     5     6     1     3     9     9     1     10    10    4     
Vardas297           Pavarde297          4     8     1     6     1     10    6     2     2     5     10    7     3     6     4     4     
Vardas298           Pavarde298          2     9     5     10    4     2     1     7     2     8     10    8     2     8     10    9     
Vardas299           Pavarde299          6     4     9     3     3     1     2     1     3     3     10    7     1     4     2     9     
Vardas300           Pavarde300          3     10    5     6     6     6     6     1     7     4     1     7     8     6     6     10    
Vardas301           Pavarde301          7     5     6     8     5     1     9     9     4     9     10    10    5     7     9     5     
