Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas80            Pavarde80           10    6     8     1     8     5     8     9     2     3     8     3     10    9     5     6     
Vardas81            Pavarde81           10    2     9     2     2     8     4     4     2     4     5     2     4     3     10    1     
Vardas82            Pavarde82           5     7     2     7     5     10    10    10    3     7     5     10    1     8     5     8     
Vardas83            Pavarde83           10    3     10    3     9     2     3     3     7     4     7     2     2     5     9     1     
Vardas84            Pavarde84           7     3     1     1     10    5     4     6     3     9     5     1     3     7     1     2     
Vardas85            Pavarde85           8     7     6     8     7     5     9     5     9     10    8     3     10    6     9     2     
Vardas86            Pavarde86           6     1     6     8     2     7     3     7     9     8     2     3     5     5     5     9     
Vardas87            Pavarde87           2     1     9     9     10    1     6     3     8     10    10    7     6     10    5     1     
Vardas88            Pavarde88           10    2     1     9     1     5     3     6     9     1     5     8     9     8     8     1     
Vardas89            Pavarde89           9     2     4     6     10    7     6     5     6     10    3     10    1     5     2     4     
Vardas90            Pavarde90           5     6     10    10    9     5     7     10    9     9     9     4     2     1     2     1     
Vardas91            Pavarde91           4     4     3     7     4     8     3     8     1     5     8     8     8     1     2     8     
Vardas92            Pavarde92           5     3     8     6     10    6     8     6     8     10    3     6     2     1     8     2     
Vardas93            Pavarde93           5     3     9     3     8     4     9     9     4     10    6     10    9     1     4     6     
Vardas94            Pavarde94           2     5     9     3     6     10    1     2     2     4     2     6     8     5     5     4     
Vardas95            Pavarde95           10    10    5     9     5     9     4     1     1     5     3     6     3     1     6     8     
Vardas96            Pavarde96           3     9     8     2     3     8     9     10    9     6     1     6     1     2     5     1     
Vardas97            Pavarde97           3     1     10    5     8     3     7     10    9     9     3     7     9     2     1     9     
Vardas98            Pavarde98           2     1     7     9     9     5     5     2     5     10    7     2     5     1     8     9     
Vardas99            Pavarde99           1     3     3     9     7     6     6     7     5     4     1     7     9     8     7     1     
Vardas100           Pavarde100          2     3     2     7     8     8     2     9     2     2     8     4     7     10    9     9     
Vardas101           Pavarde101          5     7     9     7     4     10    5     2     4     6     9     5     4     1     2     4     
Vardas102           Pavarde102          10    9     2     2     4     2     10    1     7     9     3     1     8     10    10    8     
Vardas103           Pavarde103          7     8     4     4     10    7     2     10    3     4     2     7     7     7     6     7     
Vardas104           Pavarde104          6     6     9     8     6     8     6     8     5     10    5     6     10    2     4     5     
Vardas105           Pavarde105          7     5     7     6     8     4     9     7     7     8     3     3     6     2     10    5     
Vardas106           Pavarde106          4     4     1     10    7     9     1     9     9     7     5     9     2     2     5     6     
Vardas107           Pavarde107          8     6     1     9     2     2     4     5     7     2     6     10    1     5     2     1     
Vardas108           Pavarde108          3     8     9     3     4     5     2     9     10    8     1     1     10    9     1     4     
Vardas109           Pavarde109          5     4     6     5     5     6     8     3     4     10    8     4     4     2     9     2     
Vardas110           Pavarde110          1     8     9     4     7     9     5     7     8     6     1     1     8     10    10    7     
Vardas111           Pavarde111          1     4     3     5     2     8     7     5     6     7     9     2     6     7     9     1     
Vardas112           Pavarde112          3     10    9     8     8     1     5     8     3     4     4     2     9     10    3     4     
Vardas113           Pavarde113          7     1     6     2     6     1     10    1     4     8     6     8     7     7     10    1     
Vardas114           Pavarde114          6     7     8     10    1     6     2     9     4     5     8     6     6     8     9     4     
Vardas115           Pavarde115          9     1     1     6     8     9     1     1     9     9     2     8     7     10    6     9     
Vardas116           Pavarde116          3     7     4     10    3     9     9     3     6     1     10    8     9     10    3     1     
Vardas117           Pavarde117          5     9     7     4     4     7     3     1     6     3     8     3     7     9     8     10    
Vardas118           Pavarde118          6     10    7     3     3     1     6     10    7     2     10    3     8     4     8     5     
Vardas119           Pavarde119          7     9     10    2     7     9     10    7     9     2     1     10    8     7     2     2     
Vardas120           Pavarde120          5     9     4     10    3     3     9     9     2     2     1     5     5     2     1     4     
Vardas121           Pavarde121          4     9     4     6     8     6     4     9     3     2     9     9     5     5     9     10    
Vardas122           Pavarde122          6     9     10    7     9     3     4     5     1     7     9     9     7     2     10    5     
Vardas123           Pavarde123          5     9     9     4     1     4     6     4     4     5     3     4     6     9     9     4     
Vardas124           Pavarde124          10    5     5     2     1     10    1     8     7     10    8     1     5     5     2     8     
Vardas125           Pavarde125          6     4     5     3     8     5     8     10    4     9     7     7     9     7     10    3     
Vardas126           Pavarde126          4     7     2     5     3     7     7     9     8     4     7     6     5     4     5     1     
Vardas127           Pavarde127          4     1     6     7     9     4     1     5     3     1     6     1     4     5     4     9     
Vardas128           Pavarde128          9     4     2     5     7     6     9     7     10    8     9     1     4     4     8     2     
Vardas129           Pavarde129          10    5     5     1     9     10    1     1     5     10    6     7     7     9     10    10    
Vardas130           Pavarde130          3     3     6     3     3     8     9     9     1     3     8     5     6     10    8     6     
Vardas131           Pavarde131          2     5     8     2     2     8     10    3     1     9     2     9     8     1     10    3     
Vardas132           Pavarde132          9     5     5     8     3     6     5     6     1     6     10    1     6     8     3     8     
Vardas133           Pavarde133          10    3     4     9     5     4     8     8     4     9     9     7     2     4     1     1     
Vardas134           Pavarde134          7     2     6     10    6     5     10    8     1     6     1     1     9     1     8     8     
Vardas135           Pavarde135          8     4     8     3     7     10    8     1     5     5     3     5     2     1     7     6     
Vardas136           Pavarde136          2     4     7     9     9     3     6     8     4     8     4     6     1     9     8     3     
Vardas137           Pavarde137          3     10    9     6     8     5     6     1     5     5     9     5     5     9     1     8     
Vardas138           Pavarde138          8     5     6     2     6     2     6     2     1     9     2     6     6     10    4     10    
Vardas139           Pavarde139          6     9     2     7     1     9     8     7     6     1     9     4     5     9     5     4     
Vardas140           Pavarde140          3     2     6     8     9     4     2     10    2     1     8     5     2     4     3     5     
Vardas141           Pavarde141          1     6     4     3     5     9     3     5     4     7     1     8     7     4     1     2     
Vardas142           Pavarde142          7     3     4     4     10    1     8     9     8     6     2     1     7     10    10    8     
Vardas143           Pavarde143          4     10    3     3     6     1     1     6     2     2     8     9     9     3     2     8     
Vardas144           Pavarde144          3     6     6     8     6     9     8     8     9     1     5     8     8     8     1     9     
Vardas145           Pavarde145          10    2     5     9     9     10    1     10    3     4     8     8     3     9     3     5     
Vardas146           Pavarde146          1     3     7     9     2     5     5     6     6     2     5     8     2     2     7     2     
Vardas147           Pavarde147          3     7     3     4     1     10    3     5     10    5     2     6     8     8     8     8     
Vardas148           Pavarde148          7     2     6     5     4     10    10    2     9     1     3     8     4     1     9     10    
Vardas149           Pavarde149          1     10    6     2     8     9     9     5     7     4     9     2     3     1     4     5     
Vardas150           Pavarde150          10    10    2     10    5     3     3     6     6     10    5     4     2     3     6     6     
Vardas151           Pavarde151          9     9     10    6     1     7     1     4     1     6     9     10    4     10    9     1     
Vardas152           Pavarde152          5     4     4     3     10    3     9     9     8     4     3     6     4     8     2     7     
Vardas153           Pavarde153          3     2     7     3     10    2     5     1     5     2     3     2     6     3     2     8     
Vardas154           Pavarde154          3     3     9     6     9     4     10    9     9     2     6     1     4     3     6     6     
Vardas155           Pavarde155          9     8     3     10    2     4     2     5     6     5     2     7     3     2     2     6     
Vardas156           Pavarde156          8     4     6     9     3     5     8     7     5     1     1     5     8     1     9     7     
Vardas157           Pavarde157          1     4     3     10    1     9     7     3     6     8     2     4     2     7     9     6     
Vardas158           Pavarde158          7     6     9     9     8     2     8     9     8     4     8     8     3     5     4     1     
Vardas159           Pavarde159          9     4     3     2     4     1     5     3     1     4     9     10    3     1     8     6     
Vardas160           Pavarde160          4     1     8     6     4     2     3     7     4     2     4     8     7     2     4     5     
Vardas161           Pavarde161          7     5     10    1     7     2     1     2     8     5     9     4     1     6     9     5     
Vardas162           Pavarde162          1     10    7     7     4     6     4     6     8     10    8     4     2     5     4     9     
Vardas163           Pavarde163          7     1     8     6     6     2     10    6     5     5     3     7     4     3     1     7     
Vardas164           Pavarde164          9     8     7     9     10    1     4     2     3     5     2     5     9     1     6     2     
Vardas165           Pavarde165          9     9     9     5     4     10    2     6     9     3     6     5     10    2     4     4     
Vardas166           Pavarde166          8     10    2     8     7     10    2     8     1     10    4     7     2     7     6     9     
Vardas167           Pavarde167          7     7     9     3     7     9     4     7     9     6     9     4     10    5     6     6     
Vardas168           Pavarde168          8     3     4     2     5     8     4     7     9     3     3     6     5     2     3     5     
Vardas169           Pavarde169          2     8     2     1     10    7     10    4     8     3     6     2     1     3     2     6     
Vardas170           Pavarde170          1     10    5     3     5     3     9     3     9     10    7     1     4     1     3     4     
Vardas171           Pavarde171          3     2     8     8     2     3     1     5     6     2     6     4     5     2     5     9     
Vardas172           Pavarde172          7     10    10    2     5     9     9     7     6     8     1     8     5     4     8     4     
Vardas173           Pavarde173          8     7     1     7     4     9     3     3     1     6     6     3     9     3     2     5     
Vardas174           Pavarde174          4     10    2     4     8     3     3     5     7     4     8     3     5     7     3     3     
Vardas175           Pavarde175          10    8     1     4     9     3     6     2     1     5     5     2     2     8     1     1     
Vardas176           Pavarde176          7     7     3     6     8     8     2     10    8     3     1     10    8     5     9     6     
Vardas177           Pavarde177          8     10    8     7     2     7     9     5     1     4     3     2     6     6     2     3     
Vardas178           Pavarde178          7     10    2     8     10    8     7     1     9     10    1     3     10    2     3     10    
Vardas179           Pavarde179          5     9     4     9     7     9     9     2     8     5     10    2     10    6     1     9     
Vardas180           Pavarde180          2     2     6     3     7     1     4     6     10    1     4     1     10    7     7     1     
Vardas181           Pavarde181          10    2     10    2     8     6     4     1     6     7     3     5     6     10    5     4     
Vardas182           Pavarde182          10    8     7     3     7     7     3     4     6     4     1     6     8     3     4     6     
Vardas183           Pavarde183          8     6     8     8     6     9     9     8     10    4     6     8     6     3     9     8     
Vardas184           Pavarde184          8     5     7     5     1     4     10    5     5     4     7     9     3     1     1     10    
Vardas185           Pavarde185          8     8     10    6     4     10    7     6     9     2     7     2     4     5     4     6     
Vardas186           Pavarde186          4     10    4     5     2     7     2     6     1     6     10    8     7     2     9     6     
Vardas187           Pavarde187          1     8     6     5     5     1     2     5     8     9     2     4     10    9     4     8     
Vardas188           Pavarde188          10    8     4     1     6     1     4     9     7     9     1     3     3     9     1     2     
Vardas189           Pavarde189          5     1     5     1     3     6     10    6     3     5     10    5     7     5     7     3     
Vardas190           Pavarde190          4     6     4     5     3     5     3     4     1     3     9     4     9     2     7     7     
Vardas191           Pavarde191          7     1     5     4     7     2     1     5     10    2     3     1     8     10    8     4     
Vardas192           Pavarde192          2     9     1     1     10    7     5     4     3     8     4     3     5     6     8     9     
Vardas193           Pavarde193          6     10    8     6     1     5     10    4     4     4     7     10    5     10    4     8     
Vardas194           Pavarde194          7     10    9     2     2     4     9     6     1     9     8     9     4     8     2     2     
Vardas195           Pavarde195          8     6     8     4     4     1     5     10    3     7     9     1     10    4     5     3     
Vardas196           Pavarde196          7     1     3     5     7     2     7     10    8     10    4     9     9     2     8     10    
Vardas197           Pavarde197          4     10    9     9     5     9     10    7     3     1     5     9     7     9     1     9     
Vardas198           Pavarde198          8     5     8     5     3     9     9     4     6     4     5     2     9     1     3     1     
Vardas199           Pavarde199          1     3     9     2     8     3     1     9     3     1     2     4     1     10    7     8     
Vardas200           Pavarde200          5     1     10    3     2     10    5     9     3     2     2     10    4     5     8     5     
Vardas201           Pavarde201          3     7     9     1     6     10    3     9     1     5     5     10    4     3     1     1     
Vardas202           Pavarde202          7     1     8     4     10    10    7     3     6     5     8     2     9     6     2     5     
Vardas203           Pavarde203          4     9     6     2     2     8     1     6     2     4     1     3     4     4     10    2     
Vardas204           Pavarde204          7     5     3     10    3     9     8     8     8     10    6     6     1     10    6     2     
Vardas205           Pavarde205          2     1     1     2     2     8     9     6     2     10    1     2     6     1     9     3     
Vardas206           Pavarde206          2     3     9     2     6     9     1     9     2     2     7     2     9     9     9     5     
Vardas207           Pavarde207          2     6     6     6     6     8     3     1     2     7     2     9     2     3     6     3     
Vardas208           Pavarde208          7     1     10    5     10    4     5     6     9     3     2     3     5     8     2     8     
Vardas209           Pavarde209          8     10    5     3     7     2     1     6     10    1     7     5     6     7     8     5     
Vardas210           Pavarde210          9     7     9     7     5     6     6     2     2     6     5     6     8     7     9     8     
Vardas211           Pavarde211          6     8     10    1     1     2     4     2     4     7     10    4     4     7     10    3     
Vardas212           Pavarde212          9     10    8     3     8     1     6     4     9     9     10    7     4     8     1     5     
Vardas213           Pavarde213          4     6     6     5     6     9     8     6     9     6     7     10    7     10    5     6     
Vardas214           Pavarde214          5     8     3     5     3     4     3     2     4     7     9     3     1     7     2     3     
Vardas215           Pavarde215          2     8     8     3     3     7     1     9     5     10    4     10    8     5     1     3     
Vardas216           Pavarde216          2     9     3     4     8     9     7     1     3     8     5     1     4     3     3     10    
Vardas217           Pavarde217          6     3     6     9     8     8     2     1     7     9     1     2     6     7     2     2     
Vardas218           Pavarde218          3     7     7     3     2     1     4     2     3     5     9     8     5     3     3     10    
Vardas219           Pavarde219          1     10    10    8     8     4     8     4     1     6     7     4     5     5     10    7     
Vardas220           Pavarde220          4     10    8     4     10    5     2     10    4     6     4     3     1     9     10    7     
Vardas221           Pavarde221          10    3     4     6     2     10    8     1     6     5     8     6     3     8     1     2     
Vardas222           Pavarde222          6     8     8     5     6     10    10    8     6     6     3     6     2     8     4     1     
Vardas223           Pavarde223          9     2     9     3     5     4     8     3     6     8     9     2     6     3     4     7     
Vardas224           Pavarde224          9     6     3     1     5     9     8     10    3     3     8     2     2     10    4     6     
Vardas225           Pavarde225          1     3     8     6     1     4     6     4     2     8     9     7     2     8     5     3     
Vardas226           Pavarde226          3     1     8     6     6     9     6     2     1     4     2     6     2     5     7     3     
Vardas227           Pavarde227          3     9     4     2     3     5     1     8     5     4     8     1     8     9     1     6     
Vardas228           Pavarde228          1     3     4     1     6     1     5     5     1     5     6     5     6     10    3     9     
Vardas229           Pavarde229          3     1     7     4     3     6     10    8     10    3     6     5     2     1     7     7     
Vardas230           Pavarde230          8     5     3     3     9     1     10    4     10    6     8     10    9     1     6     7     
Vardas231           Pavarde231          10    9     8     6     4     5     3     4     6     4     3     2     3     1     1     3     
Vardas232           Pavarde232          8     5     6     2     4     9     4     6     4     8     10    4     9     5     9     5     
Vardas233           Pavarde233          8     10    9     9     3     5     6     2     7     9     9     5     10    5     2     2     
Vardas234           Pavarde234          3     2     8     3     7     1     2     4     2     5     4     8     3     10    3     4     
Vardas235           Pavarde235          2     5     1     6     6     7     9     9     6     4     2     3     6     2     2     6     
Vardas236           Pavarde236          9     1     3     6     10    5     9     6     1     1     8     8     10    1     1     4     
Vardas237           Pavarde237          6     9     6     10    7     3     3     5     2     3     4     4     9     7     7     4     
Vardas238           Pavarde238          4     3     8     10    4     4     6     5     3     10    1     6     2     10    3     10    
Vardas239           Pavarde239          3     7     6     1     3     1     1     9     10    2     7     6     9     7     9     6     
Vardas240           Pavarde240          8     4     6     7     3     2     2     10    9     8     5     8     4     1     9     8     
Vardas241           Pavarde241          4     4     4     10    3     6     5     6     10    5     4     7     2     1     2     4     
Vardas242           Pavarde242          6     1     1     1     7     1     8     6     4     4     6     6     7     6     8     7     
Vardas243           Pavarde243          5     2     2     8     9     5     1     3     10    10    5     2     7     6     5     6     
Vardas244           Pavarde244          8     7     1     1     9     4     1     9     3     1     3     9     7     7     6     2     
Vardas245           Pavarde245          2     4     3     9     1     3     4     6     6     1     3     8     8     2     6     10    
Vardas246           Pavarde246          1     9     5     5     1     10    2     5     1     7     7     3     8     7     7     1     
Vardas247           Pavarde247          3     5     5     8     5     1     1     3     5     6     3     9     1     5     3     2     
Vardas248           Pavarde248          10    7     8     3     10    10    8     3     1     9     6     10    6     6     2     7     
Vardas249           Pavarde249          10    6     8     4     5     7     3     9     6     5     2     5     4     5     1     8     
Vardas250           Pavarde250          3     5     2     4     5     9     9     9     6     7     7     8     3     8     7     6     
Vardas251           Pavarde251          8     6     2     9     10    2     1     1     5     8     1     10    8     10    1     6     
Vardas252           Pavarde252          5     7     3     5     1     6     5     2     8     6     4     10    9     1     3     1     
Vardas253           Pavarde253          10    3     3     3     10    10    6     10    1     3     8     8     3     8     7     3     
Vardas254           Pavarde254          2     10    4     4     10    5     10    10    10    8     5     3     5     4     8     8     
Vardas255           Pavarde255          3     3     5     8     4     10    4     7     9     3     6     4     8     4     6     10    
Vardas256           Pavarde256          7     4     7     7     3     8     9     8     1     4     1     6     9     3     2     8     
Vardas257           Pavarde257          5     4     9     4     4     1     7     3     7     1     5     10    10    10    7     7     
Vardas258           Pavarde258          10    10    5     10    4     10    8     3     10    6     8     3     2     3     3     9     
Vardas259           Pavarde259          6     4     7     1     5     8     2     2     9     5     2     2     6     6     10    6     
Vardas260           Pavarde260          3     4     7     1     3     2     7     2     10    4     6     10    3     6     1     8     
Vardas261           Pavarde261          6     3     6     8     2     8     9     7     3     9     6     8     5     7     2     5     
Vardas262           Pavarde262          2     6     3     8     8     5     1     6     9     3     3     4     9     7     4     5     
Vardas263           Pavarde263          1     2     8     8     9     3     9     1     6     5     7     8     10    7     7     3     
Vardas264           Pavarde264          9     8     4     7     7     5     1     4     2     3     5     3     1     3     7     4     
Vardas265           Pavarde265          7     6     1     1     9     6     10    1     10    5     6     2     1     4     9     6     
Vardas266           Pavarde266          4     1     6     1     4     1     5     10    5     9     4     4     3     6     10    7     
Vardas267           Pavarde267          3     10    5     3     7     5     9     8     7     9     3     9     5     5     4     1     
Vardas268           Pavarde268          8     7     7     4     6     3     8     7     5     10    5     5     3     4     1     3     
Vardas269           Pavarde269          8     6     4     1     8     4     8     5     10    7     10    7     6     6     1     3     
Vardas270           Pavarde270          9     2     4     9     9     1     2     10    4     3     8     2     9     10    6     4     
Vardas271           Pavarde271          3     10    8     2     4     10    4     9     2     5     10    1     9     1     9     5     
Vardas272           Pavarde272          7     6     8     1     3     9     5     5     4     9     2     1     1     1     6     8     
Vardas273           Pavarde273          1     2     6     4     4     1     7     5     7     1     3     8     3     3     4     6     
Vardas274           Pavarde274          10    7     10    5     7     9     1     9     1     1     6     9     2     7     4     7     
Vardas275           Pavarde275          8     3     9     4     5     8     2     7     2     1     2     3     3     3     4     5     
Vardas276           Pavarde276          9     1     6     1     10    3     6     5     8     3     6     5     8     7     10    2     
Vardas277           Pavarde277          4     6     10    3     2     6     10    4     5     10    3     9     7     4     8     4     
Vardas278           Pavarde278          4     1     6     4     5     5     4     10    10    1     3     9     10    7     8     6     
Vardas279           Pavarde279          7     7     4     8     1     1     7     5     3     4     7     4     9     8     4     3     
Vardas280           Pavarde280          5     10    5     1     5     6     5     5     5     1     5     7     9     8     7     3     
Vardas281           Pavarde281          2     2     8     4     5     10    1     2     1     6     4     3     9     3     10    10    
Vardas282           Pavarde282          10    8     9     9     5     3     8     5     9     7     5     5     6     5     2     8     
Vardas283           Pavarde283          9     1     9     8     3     2     7     1     7     4     10    7     9     3     4     8     
Vardas284           Pavarde284          9     1     5     2     6     8     1     10    7     3     7     6     3     9     5     8     
Vardas285           Pavarde285          6     3     7     5     4     7     2     7     8     7     5     10    1     3     5     3     
Vardas286           Pavarde286          9     4     1     7     9     9     4     3     5     10    1     9     9     7     6     2     
Vardas287           Pavarde287          6     1     3     3     7     5     6     7     3     6     6     9     2     7     4     9     
Vardas288           Pavarde288          9     2     6     6     5     3     7     10    1     1     10    1     9     1     1     1     
Vardas289           Pavarde289          3     8     9     10    7     1     8     7     5     8     10    4     3     4     4     2     
Vardas290           Pavarde290          5     5     2     6     6     3     8     3     2     3     4     7     6     9     7     3     
Vardas291           Pavarde291          2     2     7     7     4     10    1     8     5     1     9     3     9     3     9     2     
Vardas292           Pavarde292          10    6     9     7     7     5     7     6     8     7     8     4     7     9     3     9     
Vardas293           Pavarde293          4     7     10    8     4     1     2     3     8     4     9     6     10    3     1     1     
Vardas294           Pavarde294          8     4     6     6     8     7     2     4     5     4     5     9     2     6     6     8     
Vardas295           Pavarde295          3     8     9     5     1     9     4     3     3     9     9     1     4     7     1     3     
Vardas296           Pavarde296          8     3     3     6     2     1     7     9     9     8     2     9     4     3     7     9     
Vardas297           Pavarde297          4     10    9     7     5     5     6     6     3     9     8     5     9     10    8     7     
Vardas298           Pavarde298          8     7     1     3     5     10    6     2     7     5     1     2     10    3     7     7     
Vardas299           Pavarde299          7     7     2     2     3     4     5     5     9     4     4     8     7     10    5     8     
Vardas300           Pavarde300          6     2     8     1     9     8     9     2     7     10    7     10    6     9     10    8     
Vardas301           Pavarde301          8     7     4     9     2     1     7     1     2     3     3     5     9     5     8     3     
